TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,PAYMENT_NUM,STORE_NM,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
a_a000831,2209030006,1,1,2,GS25곤지암리조트2호점,1.0,10.8,진로병360ML;오뎅한그릇360G
a_a005409,2210010004,1,0,3,홍대조폭떡볶이,1.0,12.5,
a_a006718,2210090003,3,0,4,고양어린이박물관,1.0,15.0,개인
a_a001453,2209030003,2,0,1,디엠지기념품(DMZ SOUVENIR),1.0,3.6,
a_a001308,2209030002,1,0,2,마포본가,1.0,52.0,
a_a002271,2209250002,1,0,1,성우육회,1.0,30.0,
a_a001241,2208270004,2,3,3,주식회사제이에스물산,3.0,3.0,호도과자(3천)
a_a010350,2210290003,3,2,4,(주)노랑풍선시티버스,1.0,70.0,
a_a001329,2209040003,1,0,2,백채김치찌개 숙대입구점,1.0,27.0,
a_a000475,2209040002,1,1,2,고매커피,1.0,16.0,흑임자호박인절미;(HOT)다크원두;(ICE)수제단호박식혜
a_a000537,2209030006,2,0,1,국립현대미술관문화재단,1.0,44.1,디테일로_보는_현;탄생100주년_권진;무지_종이봉투_중
a_a004227,2210010003,1,0,1,진주육회3호점,1.0,15.0,
a_a011434,2210230002,1,0,2,샤오바오우육면,1.0,24.0,마장면;마약곱창면
a_a004172,2210020005,1,0,2,볶찜,1.0,42.8,투움바 눈꽃치즈찜닭;공깃밥;사이다1.25L
a_a003223,2210010004,1,1,1,주식회사 비케이알,1.0,6.5,베이컨치즈와퍼+콜라R
a_a012501,2210300004,3,0,1,경기의왕레일파크주식회사,1.0,30.0,[일반]2인
a_a017256,2211060004,1,0,3,소소하게성수점,1.0,22.3,아메리카노ICE;모시티;쑥절미;아메리카노ICE
a_a017655,2211120004,1,0,2,메이,1.0,9.7,키위파인애플;아메리카노 ICE
a_a007229,2211050003,1,1,1,포옥,1.0,15.0,
a_a015266,2210290005,3,0,2,국립수목원,1.0,2.0,일반어른
a_a018130,2211130003,1,0,2,채선당 (다산신도시점),1.0,31.8,월남쌈 샤브
a_a007633,2210170003,1,0,2,옥소반,1.0,38.7,스키야키(A);고기추가(A);볶음밥;모짜렐라치즈
a_a018230,2211120012,1,0,1,가로수브루잉컴퍼니,1.0,22.0,케이준 감자튀김;아이피에이
a_a015141,2210310007,1,0,2,머노까머나레스토랑,1.0,36.0,C TANDOORI(HALF);AALU GOVI;BUTTER NAAN;BASMATI RICE;MUTTON KORMA
a_a001383,2208280003,1,1,1,바난,1.0,6.5,바난 커피
a_a000186,2208040004,1,0,2,선인다원,1.0,16.9,자몽블랙티;자몽에이드;초코케이크
a_a001295,2208270005,1,0,4,허브아일랜드영농조합법인,1.0,54.0,허브돈까스;허브마르게리따;허브꽃비빔밥;새우크림파스타
a_a001079,2208200009,3,1,1,경복궁,1.0,3.0,입장권
a_a001997,2209180003,1,2,1,에이치디씨아이파크몰㈜,1.0,9.4,슈_오리지널;바닐라라떼_ICE
a_a008224,2210150007,3,2,2,모네 인사이드,1.0,30.0,
a_a003003,2209240008,1,0,2,풍년쌀농산,3.0,2.0,
a_a017825,2211100003,2,0,1,(주)코스트코코리아,1.0,210.22,참치150Gx10;유기농바나나;워터보일드베이글;미국PR척아이롤;연어;사푸토스트링치즈;EV00시유라1L;오레오쿠키1.5KG
a_a009740,2210220005,3,1,2,이랜드크루즈,1.0,47.8,
a_a001765,2209170005,1,0,3,연천 푸르농촌체험마을,3.0,24.0,
a_a002458,2209230003,1,0,3,한국통닭,1.0,15.0,2마리;닭똥집;양념;무
a_a000111,2208220008,2,0,1,(주)이마트,1.0,17.55,강원평창수 2L;스프라이트 1L;노을 500ML;한옥마을에일 500ML캔;해태 홈런볼초코5번들
a_a012194,2210270003,2,0,1,주식회사벨라비지니스,1.0,24.1,황치즈쿠키;말차 마카다미아;얼그레이 무화과;헤이즐넛 초코;안데스초코 민트초;박스포장;비닐백
a_a001316,2208290010,1,0,3,청춘조개 월미도직영점,5.0,89.5,
a_a003735,2209300005,3,0,1,인천랜더스,1.0,58.0,
a_a014057,2210310003,1,0,4,대보디앤에스주식회사백양사(순천)휴게소,1.0,20.5,(놀부)놀부닭갈비덮밥(제품);유부우동;(실속)삼채된장찌개
a_a005290,2210050003,2,1,2,삼성물산(주)에버랜드리조트,1.0,17.0,"H,고양이,봉제사탕바구니,22G"
a_a007400,2210150003,1,1,2,가평달맞이빵,1.0,25.1,화이트롤;달맞이잣빵;콩떡콩떡;에그타르트;쇼핑백
a_a002211,2209180002,3,1,2,가평군청,1.0,10.0,
a_a000016,2208200002,1,0,1,(주)식당컴퍼니,1.0,16.0,스페셜텐동
a_a018097,2211120003,3,0,2,주식회사인터파크,1.0,80.0,히사이시 조 영화음악 콘서트 2022 서울 파이널 입장권
a_a006378,2210080006,2,0,2,에이치앤엠헤네스앤,1.0,71.94,
a_a001903,2209240003,1,0,2,청와대,3.0,2.0,
a_a000560,2208260002,1,0,2,주식회사하프커피로스터스,1.0,11.2,HALFF COFFEE
a_a000058,2208150002,3,1,2,(주)롯데월드 SEOUL SKY,1.0,37.8,입장권(개인) 어른
a_a011371,2210310006,1,0,2,경양카츠 타임스퀘어점,1.0,29.8,
a_a003436,2209250009,3,0,1,문화재청,1.0,3.0,일반
a_a009760,2210230005,2,0,2,풀무질,1.0,14.5,행성어 서점(양장본 HardCover)
a_a000593,2208280004,3,4,2,모던부티크,5.0,10.0,
a_a003848,2210010003,2,0,1,주식회사 아성다이소,1.0,2.0,아이리버8핀 충천&데이터
a_a002711,2209300004,1,0,4,주식회사충남집순대,1.0,28.0,순대국밥;공기밥
a_a001934,2209110003,1,0,4,개항면,1.0,53.0,온수면;참수육
a_a001672,2209110001,3,2,2,수원 SK아트리움,1.0,3.0,화성행궁 일반유로(어른)
a_a001927,2209200002,1,0,1,쇼콜라윰,1.0,8.5,
a_a018082,2211120002,2,0,2,케이디마켓주식회사,1.0,10.0,
a_a003642,2210020007,1,0,2,홍미닭발,1.0,44.0,
a_a006870,2210160002,1,0,3,(주)케이알산업,1.0,1.5,치즈스틱(사이드메뉴)
a_a003622,2209270003,1,0,4,망향비빔국수,1.0,32.0,보통;잔치국수;만두
a_a008455,2210150002,1,0,10,대포네칼국수,1.0,61.0,바지락칼국수;공기밥
a_a003810,2210090001,3,1,2,주식회사비제이비파트너스,1.0,19.2,입장권 성인 VIVA ARTE 트랜드가 된 글로벌 아티스트22인
a_a002740,2209230002,1,0,3,CU,1.0,11.95,서울)흰우유1L;카프리썬오렌지팩200;농심)새우탕소컵;너구리소컵;주)3XL우삼겹전주2;오뚜기)진짬뽕컵;훈제메추리알3입;포카칩어니언66G;친환경봉투판매용
a_a006423,2210090003,1,0,2,꽃꽃한당신,1.0,3.5,카페라떼HOT
a_a007410,2210220002,1,3,2,카페융가비(1층),1.0,9.0,아메리카노;카페라떼
a_a002719,2210040001,1,0,2,골든트리,1.0,22.0,아메리카노HOT;바닐라라떼HOT
a_a007617,2210140010,1,0,2,포케올데이철산역점,1.0,26.8,메밀면포케;수제블루베리우유
a_a017684,2211120003,2,0,2,롯데백화점,1.0,239.5,갤럭시 남성정장셔츠
a_a002437,2210020006,2,0,1,위니비니,1.0,6.62,위니비니벌크1
a_a002712,2210010009,1,0,2,똥빵,3.0,6.5,
a_a018134,2211120003,1,0,3,코지빌라커피,1.0,12.5,
a_a001082,2208270004,1,2,4,주식회사 하이멤버스,1.0,22.0,
a_a007960,2210160006,1,0,2,팔각도 수원인계점,1.0,55.8,
a_a004716,2210040003,1,0,2,네이처브리지㈜,1.0,11.0,코바코유부우동
a_a001311,2208240005,3,3,2,한국민속촌,1.0,41.8,
a_a003127,2210020002,3,0,2,롯데시네마,1.0,11.0,영화 티켓
a_a008604,2210250002,1,0,2,양평해장국,1.0,23.0,
a_a007336,2210160005,1,0,2,산촌,1.0,36.0,철판닭갈비;막국수
a_a015121,2210300003,1,0,2,베비아모,1.0,10.0,
a_a000070,2208120008,1,1,2,오타르DDP점,1.0,10.0,에그타르트;다쿠와즈3300;버터크루아상 
a_a005694,2210180003,1,0,1,골목집,1.0,6.5,
a_a007241,2210170006,3,0,1,문화재청,1.0,3.0,관람권 대인
a_a001741,2209180003,1,0,1,용호동낙지,1.0,33.0,
a_a010346,2210210001,1,0,2,닭장,1.0,30.0,
a_a000504,2208190005,1,0,2,여락식당,1.0,125.0,
a_a017537,2211100003,1,2,2,투썸플레이스동서울터미널,1.0,19.5,딸기생크림;아이스버블그린티라떼(R);아이스바닐라라떼(R);생미쉘시트러스마들렌
a_a010276,2210220004,1,1,2,세븐일레븐계양산둘레길점,1.0,3.3,그린)참치에그린샐러드샌드;PB)얼쑤얼수500ML
a_a001147,2208220005,1,0,4,크리스월드(수상스키3),1.0,7.0,튀김우동;왕뚜껑;물
a_a003590,2210100001,1,0,2,올더타임,1.0,19.0,이벤트모닝메뉴;유부야채쌈&초계밀박스;모닝할인_그린주스
a_a000877,2208280003,1,0,1,대한불교조계종 봉은사,1.0,10.5,연꿀빵2개입;연꿀양갱1개;연잎차아이스
a_a010350,2210290005,1,1,4,현대백화점디큐브바르미샤브샤브,1.0,138.0,바르미 샤브샤브
a_a003378,2210090003,1,0,1,하디르,1.0,5.5,하디르커피 HOT
a_a001879,2210090005,2,0,2,서동진의커피랩행궁점,1.0,5.0,아메리카노 HOT
a_a001306,2208270001,1,0,1,김밥앤라면김가네,3.0,7.0,
a_a002604,2209230002,2,1,4,김포캠핑파크편의점,1.0,2.0,빅마쉬멜로 멜로
a_a009812,2210210005,1,0,1,세븐일레븐,1.0,1.65,푸르밀)검은콩우유300ML
a_a002543,2210040006,6,1,2,울산역,3.0,66.9,
a_a010349,2210220003,1,0,2,마스터다이닝,1.0,22.0,믹스동;카라이라멘
a_a018126,2211090002,1,0,1,이케아코리아유한회사,1.0,1.4,베지핫도그;소프트콘
a_a004418,2210070011,1,1,1,라이엇,1.0,10.0,
a_a018069,2211120010,1,0,2,앗싸곱창,1.0,21.0,야채곱창;음료
a_a004499,2210050010,2,0,1,고투몰,3.0,64.0,
a_a014793,2210310003,1,0,2,넥타이갈치조림,3.0,18.0,
a_a015305,2210290002,3,2,4,조원관광진흥㈜,1.0,82.0,
a_a014333,2210290001,2,0,2,(주)수원선창수산,1.0,15.0,관자 슬라이스
a_a017709,2211110004,1,0,2,카페구움,1.0,11.6,솔티드캬라멜 휘낭시에;누룽지소보로마들렌;아메리카노ICE;디카페인콜드브루
a_a001575,2209030009,2,0,3,케이앤케이,1.0,6.0,
a_a017948,2211080002,1,2,2,매점,1.0,11.0,
a_a004246,2210020003,1,1,2,(주)에렉스페이페이갤러리아,1.0,10.0,1인세트A만원의행복
a_a007580,2210150007,1,0,2,리띵커피,1.0,19.9,
a_a004565,2210090002,1,1,2,린궁즈멘관,1.0,21.0,린궁즈쑈룽보우;애화랑피;차딴(3개);촨샹량면
a_a003784,2210150003,1,3,7,주식회사 씨티칼리지,1.0,28.5,아메리카노;라떼
a_a011096,2210280003,1,1,1,카페뮬하온(진해점),1.0,1.4,아메리카노(ICE) VENTI
a_a006402,2210080003,1,0,1,맥도날드,1.0,4.0,에그 맥머핀 세트
a_a015006,2210290003,2,3,1,주식회사가인디자인그룹,1.0,10.0,
a_a000982,2208200003,1,1,2,현대백화점 본사,1.0,4.3,앤티앤스프레즐
a_a003450,2210020008,1,0,2,원포쓰리(143),1.0,10.5,ICE아메리카노;히비스커스에이드
a_a006049,2210220003,1,0,4,충청도7호,1.0,240.0,
a_a002260,2209230007,1,0,2,콩카페,1.0,12.5,콩카페
a_a011368,2210280009,2,0,2,CJ푸드빌주식회사,1.0,13.2,[유상]종이쇼핑백;옥수수범벅;빵속에리얼초코;라뜰리에얼그레이마들렌;라뜰리에촉촉레몬티케이
a_a002233,2209290004,1,2,4,푸디스트 주식회사,1.0,35.5,탕수육;옛날돈까스;차돌순두부찌개(밥포함);불고기덮밥;공깃밥
a_a008693,2210150002,1,0,2,퀴진라끌레,1.0,62.0,
a_a006967,2210300005,2,0,3,산정호수베이커리카페,1.0,21.8,마늘바게뜨;단팥빵
a_a001525,2209030004,2,0,2,ZARA,1.0,59.1,WIND-JACKET;종이쇼핑백 M
d_d004639,2210290004,1,0,2,팔각도,1.0,50.8,
a_a001909,2209240003,1,0,2,허브아일랜드영농조합법인,1.0,25.0,허브돈까스;허브꽃비빔밥;미란다오렌지
a_a005460,2210220002,1,0,2,가비가배,1.0,11.8,ICE아메리카노;ICE카페라떼
a_a004255,2209300003,1,0,3,올댓커피,1.0,23.8,올슈패너;아프리칸 플랫;코코넛 플랫 ICE;딜버터 크로플
a_a012120,2210300004,1,1,2,던킨,1.0,3.4,카푸치노츄이스티;바바리안필드
a_a002197,2209190006,1,0,1,진작,1.0,21.8,돈토로덮밥;레몬시소에이드
a_a005334,2210090005,2,1,4,별밤야영장,1.0,24.0,
a_a003024,2210090001,1,0,2,만남따블,1.0,39.5,
a_a014102,2210300001,2,0,3,이마트24,1.0,2.0,가나초코바아몬드1000;가나초코바1000
a_a014923,2210290005,2,0,1,달콤한그녀,1.0,13.0,
a_a000124,2208230011,2,0,2,강릉수제어묵고로케,1.0,6.0,
a_a010249,2210220005,3,0,2,(주)삼성화재교통박물관,1.0,6.0,복지우대;개인대인
a_a001350,2209060004,2,0,1,(주)이마트,1.0,10.44,농심 안성탕면 125G*5;삼양 비빔밀면 158G*4;DOLE 스위티오 바나나
a_a002369,2209180009,1,0,2,오이지,1.0,23.5,명란 치즈 순두부;차돌 들기름 국수
a_a001107,2208280001,1,0,5,죽여주는동치미국수,1.0,56.0,
a_a007887,2210290003,1,0,1,리틀본수원집,,0.0,
a_a001965,2209120012,2,0,1,주식회사 아성다이소,1.0,7.0,애경2080토탈케어칫;가을_메모리폼방석
a_a000299,2208260006,1,0,2,가평중앙약국,1.0,4.5,
a_a007629,2210140007,2,0,1,트루바두르(이태원점),1.0,192.0,피넛]하찌카라주머니가디건/파/FR;더크로스]8001번레직기데님팬츠/흑청/L;피넛]니트맨투맨/초/FR;엣코너]마호니레더자켓/검/L
a_a008658,2210290003,3,0,4,포천모노레일㈜,1.0,27.0,성인;어린이;왕복 성인;왕복 어린이
a_a017977,2211120005,3,0,2,현대프리미엄 아울렛 김포점 회전목마,3.0,4.0,
a_a000655,2209020004,6,4,3,코오롱빌딩옆주차장,1.0,15.9,주차비
a_a002369,2209180013,2,1,2,(주)이마트,1.0,37.61,대여용부직포쇼핑백;(마녀)족발;강원평창수2L;미닛메이드포도1.5L;오뚜기참깨라면용기;팔도짬뽕왕뚜껑110G;스시-e광어&생연어초밥
a_a009657,2210270003,3,3,1,동원건설산업 주식회사,1.0,1.5,개인-어른
a_a003008,2210010004,1,0,4,주식회사명동교자,1.0,10.0,
a_a002233,2209300002,2,0,2,(주)호텔롯데롯데월드,1.0,7.0,모노)구슬아이스크림II
a_a011493,2210290003,1,0,2,주식회사 스타벅스 커피 코리아,3.0,5.3,I-T)DCF카페라떼
a_a001506,2208310007,3,1,1,온투,5.0,10.0,
a_a001750,2209230007,1,0,2,현대시티아울렛,1.0,12.5,매운왕돈까스
a_a007209,2210160005,2,0,1,(주)이마트에브리데이,1.0,16.76,칭타오병맥주330ml;농심새우깡90g;위편한하루150ml
a_a007007,2210300003,3,0,2,화담숲,1.0,20.0,
a_a000751,2208270001,1,0,1,LONDONBAGELMUSEUM,1.0,17.3,BRICKLANESANDWICH;POTATOCHEESEBAGEL;(ICE)AMERICANO
a_a002840,2209240001,1,0,2,합천돼지국밥,1.0,20.0,
a_a000517,2208250003,1,0,3,31종합레져,1.0,7.0,카페라떼
a_a005536,2210240003,1,0,2,아이노스운정점,1.0,40.4,마르게리따+고르곤졸라;알리오올리오;불고기필라프;사이다
a_a003349,2210070002,1,0,2,게판&오엠지,1.0,32.0,
a_a005314,2210030001,1,0,3,남이천배추된장국,1.0,18.0,
a_a004894,2210140004,3,2,3,아쿠아플라넷 일산,,0.0,AQ_네이버_단품
a_a002215,2209240006,3,3,1,동구릉,1.0,1.0,관람권 대인
a_a001432,2208270006,1,0,1,중국성,1.0,12.0,순대국(특)
a_a002908,2209300009,1,0,2,솔솥,1.0,37.0,스테이크솥밥;전복솥밥;콜라;제로콜라
a_a011622,2210300004,1,0,2,(주)팔당초계국수,1.0,29.0,
a_a005750,2210150002,1,5,2,삼성물산(주)에버랜드리조트,1.0,22.6,자장면과튀김만두;치킨구이와중화볶음밥;하늘보리
a_a006579,2210220004,1,1,2,루쏘홈,1.0,9.0,
a_a006128,2210080009,1,0,4,신포닭강정,1.0,57.0,
a_a007579,2210150006,1,0,2,섬말다방,1.0,9.0,쟈스민;카페라떼
a_a002883,2210020005,1,0,2,동경(주)오핀베이커리,1.0,23.3,
a_a004594,2210010004,1,0,1,푸디스트 주식회사,1.0,1.0,농심)백산수500ML
a_a017997,2211110005,1,0,4,해품가바다를품은횟집,3.0,105.0,활어회+칼국수;모듬 조개구이
a_a002250,2209170004,1,1,2,치킨소사이어티클럽,1.0,15.0,갈릭닭강정
a_a006854,2210150002,2,5,1,도수아,5.0,13.0,
a_a001765,2209180003,1,0,3,래격마라탕(중산점),1.0,18.2,마라탕;소고기
a_a002602,2210010002,1,0,3,아버지가키운소아들이파는집,1.0,68.0,숯불불고기;공기밥;육사시미
c_c006214,2210140005,1,2,1,카페 라비앙,1.0,12.7,
a_a011550,2210270003,1,0,2,(주)에스앤아이코퍼레이션,1.0,17.5,떡볶이;진사골설렁탕(공기밥포함)
a_a002043,2209090004,1,0,4,대성리맷돌순두부,1.0,38.0,수제청국장;순두부(순한맛)
d_d004175,2210120005,1,0,2,선릉을지순대국,3.0,42.0,
a_a009662,2210230002,1,0,2,갓텐스시,1.0,90.6,게살크림크로켓;새우 갈릭치즈구이;생새우 돌소금구이;보라접시;곤색접시;은색접시;금색접시;검정접시
a_a001359,2208270009,1,1,2,팔월팔일,1.0,36.0,육반연반;사와(레몬);사와(유자);인스타 연어;한맥
a_a002985,2209250002,2,0,1,(주)크리스에프앤씨,1.0,210.8,팬텀 여성골프의류세트;핑 여성골프남방셔츠
a_a002414,2210020003,3,1,2,양평군청,1.0,3.0,주차비
a_a003864,2210220003,1,0,2,동동국수본점,1.0,28.0,
a_a009613,2210160006,1,0,4,천년보리원,1.0,18.0,찰보리빵(앙버터)
a_a011577,2210280003,1,0,2,씨앤피베이커리,1.0,18.8,더티초코;갈릭올리브;그린티더블;도산 아메리카노(HOT)
a_a001927,2209200007,1,1,3,타짜도르 용산아레파크몰점,1.0,25.5,
a_a007014,2210130004,1,0,1,비스트로주라,1.0,17.0,
a_a004222,2210050003,2,0,1,국립박물관문화재단,1.0,19.1,종이봉투;별헤는밤 유리컵-백(300ML);초려/초충도 손수건
a_a004957,2210080007,1,2,2,미래에셋대우기업인수목적2호 주식회사,1.0,24.5,"트윈 터보의 도주 에이드;미호노 부르봉, 라이스 샤워의;메지로 맥퀸의 제한 해제 특급"
a_a006636,2210150004,6,0,2,인생네컷 문래점,3.0,4.0,
a_a007607,2210160002,1,0,3,은설설렁탕,1.0,36.0,
a_a002783,2209230002,2,0,1,주식회사소풍,1.0,6.3,
a_a001899,2209180003,2,0,1,에스에스피코스메틱,1.0,12.0,에뛰드순정약산성5.5클?;온더바디블루밍체리블라썸
a_a009543,2210160004,1,4,2,세븐일레븐,1.0,1.8,칠성)트레비(자몽)500ML
a_a001090,2208260001,1,4,3,롯데월드내 커피자판기,1.0,11.5,
a_a003707,2210030003,1,0,2,8커피,1.0,8.5,(ICE)피스타치오라떼;(ICE)아메리카노
a_a001288,2209030009,3,0,1,명동실탄사격장,1.0,20.0,A15발
a_a009988,2210270010,1,0,2,미락육회막국수,1.0,30.0,육회막국수+군삼겹150G
a_a012300,2210310004,1,0,1,일신방직구내식당,1.0,7.0,
a_a000131,2208280006,1,0,2,주식회사굿샵,1.0,5.5,
a_a001857,2209170010,1,0,2,오쏘파스타,1.0,34.5,
a_a007296,2210220003,2,1,1,(주)디헬스케어,1.0,8.8,
a_a015123,2210310003,1,0,2,짬뽕지존 송파점,1.0,35.0,
a_a003947,2210020003,3,4,2,조원관광진흥㈜,1.0,40.0,입장권
a_a003750,2210020004,3,0,1,플라이스테이션코리아,1.0,102.0,
b_b009428,2210230005,1,0,4,싸움의고수,1.0,2.0,코카콜라
a_a005677,2210030011,1,0,2,이담,1.0,8.0,시골팥빙수
a_a002075,2209180008,1,1,2,샐러디,1.0,14.8,멕시칸랩;우삼겹웜볼;친환경 생분해
a_a006340,2210300003,1,0,2,황생가칼국수,1.0,81.0,사골손칼국수;왕만두;보쌈(대)
a_a000012,2208090009,1,0,1,청진동해장국,1.0,9.0,
a_a002819,2209270003,2,0,5,(주)이마트,1.0,45.91,노브랜드 라면한그릇;노브랜드 바삭한콘칩;노브랜드왕소라형과자;노브랜드떡볶이402.5;세가지치즈피자;노브랜드초코베어;블랙앵거스초이스윗등;구이용버섯모듬;노브랜드감자칩110G;노브랜드쿨피치390ML;펩시콜라1.8L*2;롯데키세스베리36G;노브랜드고추참치150
a_a003572,2209290001,1,1,1,코레일유통㈜,3.0,2.1,머거본)머거본파이
a_a003212,2209270001,2,0,2,SPAO,1.0,15.9,[2PACK]코튼베이직반팔(19) 
a_a000306,2208180003,2,0,4,스타필드안성마춤마켓,1.0,12.0,제주착즙주스(4개입)
a_a003368,2209290004,3,2,2,허브아일랜드,1.0,10.0,
a_a002568,2209250003,1,0,1,선일통산주식회사,1.0,7.5,통감자;햄토스트
a_a003590,2210100005,1,0,2,원뼈감자탕,1.0,18.0,
a_a009510,2210230004,3,0,1,경복궁,1.0,3.0,대인
a_a015834,2211030005,1,0,3,포레리버5972하남점,1.0,25.0,먹물육쪽빵;소금빵;59.아메리카노(ICE;D.아메리카노(ICE):D.아메리카노(HOT)
a_a006254,2210080006,2,1,3,ModernHouse,1.0,11.44,베리버니본차이나머그_추앙리;쁘띠비숑본차이나머그_추앙리;하리보믹스사우어100g
a_a011173,2210260015,2,1,1,자라리테일코리아㈜,1.0,87.1,SHIRT;종이쇼핑백
a_a002193,2209100004,1,0,4,농업회사법인 밭 주식회사,1.0,35.5,감자빵;치즈감자빵;고르곤 졸라 감자빵
a_a005643,2210300005,1,0,4,동동국수본점,1.0,56.0,육칼;진사골국수;육전(한접시);명태막국수
a_a001900,2209170007,1,0,3,(주)에잇비돌체,1.0,23.5,ICE제주말차라떼;ICE달콤초콜릿;ICE아메리카노;ICE히비스커스;밀키생크림도지마롤
a_a002233,2209300002,2,2,4,(주)호텔롯데롯데월드,1.0,23.0,다쥬)새우버거세트;다쥬)불고기버거세트;다쥬)불고기버거
a_a002545,2209300001,1,0,3,도선재,1.0,60.0,공기밥;차돌우거지탕;한우떡갈비 500G
a_a001685,2209220013,1,0,2,이찌방이야기,3.0,28.8,
a_a006043,2210150003,2,0,1,스타필드 고양,1.0,29.0,
a_a002394,2209170005,3,0,2,수원 SK아트리움,1.0,3.0,일반유료(어른)
a_a000335,2208180004,1,0,4,치유의정원수수,1.0,28.0,(ICE)아메리카노
a_a003760,2210020003,1,0,3,LOWIDE,1.0,30.0,(I)아메리카노;누네띠네 버터;바질 토마토;우유 소금빵
a_a001483,2208300006,2,0,2,세븐일레븐여의3호점,1.0,15.0,농심)너구리(소컵);농심)짜파게티큰사발;농심)생생우동용기;빙그레)바나나우유240ml;빙그레)닥터캡슐사과130ML;빙그레)닥터캡슐플레인130;친환경비닐쇼핑백_150원;웰그린)신신쿨파스 볼60G
a_a003236,2210010003,1,2,2,운천칼국수,1.0,16.0,칼만두
a_a000357,2208270001,1,0,4,(주)호텔롯데롯데월드,1.0,4.0,프레)프레페레콘아이스크림II
a_a006278,2210210007,1,0,2,리슨,1.0,56.0,스푸모니 외 2품목
a_a003117,2210020003,3,1,2,자유수호평화박물관,1.0,7.0,성인 02일;소형. 중형 (승용.승합) 02일
a_a007825,2210160004,1,0,2,오지힐,1.0,29.0,크림치즈얼그레이;오레오파운드;시즌주스;애플키위 에이드
a_a005845,2210200004,1,0,2,별미삼청수제비,1.0,29.0,
a_a001903,2209240004,1,0,2,북촌빙수,1.0,11.0,전통팥빙수
a_a004006,2209300004,3,0,4,파주임진각평화곤돌라,1.0,40.0,일반대인;일반소인
b_b006019,2210110013,3,0,1, CGV압구정,,0.0,영화관람권 일반
a_a000434,2208280003,2,0,1,책방79-1,1.0,14.0,
a_a006015,2210080005,1,0,2,부송국수,1.0,13.0,잔치국수(중);냉비빔국수(중);만두
