,TRAVEL_LENGTH,visit_move_cnt,total_payment,total_payment_per_day,visit_move_cnt_per_day,actual,predicted,predicted_proba
3710,2,9,-0.4649419115154156,-0.5137311330288251,4.5,0,0,0.47688332685507573
465,3,8,-0.459232991610172,-0.530328539948536,2.6666666666666665,0,0,0.49135955373943985
2574,3,13,-0.3250733738369488,-0.388496153543734,4.333333333333333,0,0,0.46466810905432415
3664,3,13,-0.0681719781009894,-0.1169022221302832,4.333333333333333,0,0,0.46821971762782977
3578,3,8,-0.1224067172008031,-0.1742387187620117,2.6666666666666665,0,0,0.4916581354286782
3135,2,8,-0.5020498908994987,-0.5725764848350728,4.0,0,0,0.4790717610905336
2157,3,9,-0.0424818385273935,-0.0897428289889381,3.0,0,0,0.4827632482431916
2781,2,5,-0.4392517719418197,-0.4729920433168075,2.5,0,0,0.498399310375356
5473,2,7,-0.3165099939790835,-0.2783497258038345,3.5,0,0,0.49097074223719395
2807,2,5,0.711095588964754,1.3512138626768695,2.5,0,0,0.4917758773613993
5351,2,12,-0.1138433373429378,0.0430364263687488,6.0,0,0,0.437593927091226
2119,4,11,3.00893585082528,2.20673474662924,2.75,0,0,0.4868482601830921
4694,3,15,0.4684664929919034,0.4504273234889249,5.0,0,0,0.4672917555525424
2447,2,8,-0.3307822937421923,-0.300982553421622,4.0,0,0,0.4777111154722742
1371,3,7,0.0916777792458297,0.0520895574158638,2.333333333333333,0,0,0.4877705836319442
4866,2,5,-0.2908198544054876,-0.2376106360918169,2.5,0,0,0.4962078824665651
1073,3,6,2.232522743712158,2.31537231919462,2.0,0,0,0.4978821355606628
2525,2,6,-0.3735991930315189,-0.3688810362749847,3.0,0,0,0.4996753025004159
2370,2,7,-0.4991954309468769,-0.5680499193115153,3.5,0,0,0.49083314579683995
393,3,6,0.0945322391984514,0.0551072677649021,2.0,0,0,0.49802298619911334
4155,3,11,0.6825509894385363,0.6767555996668005,3.6666666666666665,0,0,0.4803637328161445
2291,3,11,-0.285110934500244,-0.3462482086571972,3.6666666666666665,0,0,0.48624752967880897
4833,2,7,-0.273693094689757,-0.2104512429504718,3.5,0,0,0.4881838997421009
239,2,6,-0.2908198544054876,-0.2376106360918169,3.0,0,0,0.4951350882173914
1033,3,11,-0.4934865110416333,-0.5665410641369961,3.6666666666666665,0,0,0.48831936782828
5605,2,11,-0.1423879368691555,-0.0022292288668262,5.5,0,0,0.437593927091226
1817,2,5,-0.3193644539317053,-0.282876291327392,2.5,0,0,0.4985685739535376
14,3,9,0.2172740171611876,0.1848688127735509,3.0,0,0,0.4827632482431916
5533,2,8,-0.3165099939790835,-0.2783497258038345,4.0,0,0,0.4777111154722742
2778,3,6,0.4028139140816027,0.381019985461043,2.0,0,0,0.49802298619911334
4781,2,16,-0.0681719781009894,0.115461474745669,8.0,0,0,0.4429307914372849
3254,3,7,0.2172740171611876,0.1848688127735509,2.333333333333333,0,0,0.4877705836319442
4049,3,5,-0.2993832342633529,-0.3613367604023889,1.6666666666666667,0,0,0.49925116983905016
2948,2,7,-0.2679841747845134,-0.2013981119033568,3.5,0,0,0.4881838997421009
2579,3,7,0.1658937380139957,0.1305500264908607,2.333333333333333,0,0,0.4877705836319442
1025,4,11,0.4456308133709293,0.1743068265519166,2.75,0,0,0.48698901677116846
4643,2,6,-0.4677963714680374,-0.5182576985523827,3.0,0,0,0.49916075357295964
3454,5,20,1.870006329729193,0.9266220165671752,4.0,0,0,0.461272183366533
4609,2,6,-0.2936743143581093,-0.2421372016153744,3.0,0,0,0.4951350882173914
3504,4,13,0.8566730465484643,0.5002195442480576,3.25,0,0,0.48206288994201085
5415,2,5,0.0916777792458297,0.3689491440648897,2.5,0,0,0.49191669290431883
2519,2,7,-0.3793081129367625,-0.3779341673220998,3.5,0,0,0.49314979665848446
4104,2,5,-0.2651297148318917,-0.1968715463797992,2.5,0,0,0.4945633628929767
889,2,5,-0.1823503762058603,-0.0656011461966314,2.5,0,0,0.4906368950328984
1400,4,20,0.200147257445457,-0.0203354909610563,5.0,0,0,0.4671993974028323
79,2,5,-0.2822564745476222,-0.2240309395211443,2.5,0,0,0.4945633628929767
1770,3,7,0.2030017173980787,0.1697802610283591,2.333333333333333,0,0,0.4877705836319442
2195,2,5,-0.3279278337895706,-0.2964559878980645,2.5,0,0,0.4985685739535376
4810,2,6,-0.3307822937421923,-0.300982553421622,3.0,0,0,0.4974957159172333
5431,2,10,-0.4677963714680374,-0.5182576985523827,5.0,0,0,0.47688332685507573
1330,4,12,-0.5077588108047422,-0.5816296158821878,3.0,0,0,0.47158762827803163
1569,2,6,-0.3821625728893842,-0.3824607328456573,3.0,0,0,0.4996753025004159
324,2,6,-0.2936743143581093,-0.2421372016153744,3.0,0,0,0.4951350882173914
712,3,12,0.3143256555503278,0.2874709646408545,4.0,0,0,0.4654613492026853
4037,3,6,0.3628514747448979,0.3387720405745063,2.0,0,0,0.49802298619911334
4126,3,10,1.2934054192995952,1.3225456143610057,3.333333333333333,0,0,0.48022309861661994
544,2,6,-0.4278339321313326,-0.4548857812225775,3.0,0,0,0.4996753025004159
3297,4,14,0.0031895207145548,-0.1765020015237905,3.5,0,0,0.4534051645318993
2093,2,1,-0.4192705522734672,-0.4413060846519049,0.5,0,0,0.4919661858662822
3047,4,12,0.6054805707177485,0.301050661211527,3.0,0,0,0.48698901677116846
5227,2,9,-0.2537118750214046,-0.1787652842855692,4.5,0,0,0.4733989001544431
1499,4,14,2.007020407455038,1.4123224972448962,3.5,0,0,0.48124840227129934
181,2,5,-0.4877775911363898,-0.5499436572172852,2.5,0,0,0.49582767562945845
408,2,5,-0.2936743143581093,-0.2421372016153744,2.5,0,0,0.4962078824665651
3532,2,9,-0.2879653944528658,-0.2330840705682594,4.5,0,0,0.47670923428111994
1611,2,8,-0.3764536529841407,-0.3734076017985422,4.0,0,0,0.48138538308468
4209,2,8,-0.3593268932684101,-0.3462482086571972,4.0,0,0,0.4671712962083633
2763,2,6,-0.1166977972955595,0.0385098608451913,3.0,0,0,0.4895644409314519
5126,2,5,-0.4363973119891979,-0.46846547779325,2.5,0,0,0.498399310375356
5120,2,8,-0.3079466141212182,-0.2647700292331619,4.0,0,0,0.4777111154722742
1652,3,8,-0.4792142112785245,-0.5514525123918044,2.6666666666666665,0,0,0.4887888467692057
5436,2,5,-0.1652236164901296,-0.0384417530552863,2.5,0,0,0.4906368950328984
23,3,10,0.0402975000986378,-0.0022292288668262,3.333333333333333,0,0,0.4803637328161445
1874,2,5,0.2058561773507005,0.5500117650071902,2.5,0,0,0.49191669290431883
1740,3,23,0.4827387927550123,0.4655158752341166,7.666666666666667,0,0,0.43298203836419236
2191,2,6,-0.2194583555899433,-0.1244464980028791,3.0,0,0,0.4922737646848376
1268,4,17,0.3571425548396544,0.1041450609367752,4.25,0,0,0.4577352685985359
1433,2,5,-0.4306883920839544,-0.459412346746135,2.5,0,0,0.498399310375356
2795,2,5,-0.3536179733631666,-0.3371950776100821,2.5,0,0,0.4947884333171962
2916,2,6,-0.4278339321313326,-0.4548857812225775,3.0,0,0,0.4996753025004159
2410,2,5,-0.4649419115154156,-0.5137311330288251,2.5,0,0,0.498399310375356
1397,2,6,-0.1252611771534248,0.0249301642745187,3.0,0,0,0.4895644409314519
787,2,6,-0.2908198544054876,-0.2376106360918169,3.0,0,0,0.4951350882173914
2924,2,8,-0.4392517719418197,-0.4729920433168075,4.0,0,0,0.4767441938832466
3169,2,13,-0.1994771359215909,-0.0927605393379765,6.5,0,0,0.437593927091226
748,2,5,-0.2337306553530521,-0.1470793256206666,2.5,0,0,0.49334641749141406
599,4,15,0.6083350306703702,0.3033139439733057,3.75,0,0,0.46648342135563275
4241,3,13,0.8680908863589514,0.8729067723542926,4.333333333333333,0,0,0.4563081428065145
2821,3,12,-0.3250733738369488,-0.388496153543734,4.0,0,0,0.46466810905432415
2481,2,5,-0.0795898179114765,0.0973552126514389,2.5,0,0,0.49191669290431883
15,2,5,-0.3364912136474359,-0.3100356844687371,2.5,0,0,0.4985685739535376
4152,2,8,-0.3079466141212182,-0.2647700292331619,4.0,0,0,0.4777111154722742
2569,2,5,-0.2965287743107311,-0.2466637671389319,2.5,0,0,0.4962078824665651
2077,3,6,0.3485791749817891,0.3236834888293146,2.0,0,0,0.49802298619911334
3799,3,11,0.9765603645585788,0.9875797656177496,3.6666666666666665,0,0,0.48022309861661994
2298,4,10,0.1801660377771046,-0.0361784702935076,2.5,0,0,0.48806122357106474
1533,2,6,-0.0196461589064193,0.1924130886461467,3.0,0,0,0.4908441370962601
65,3,11,0.6796965294859145,0.6737378893177621,3.6666666666666665,0,0,0.4803637328161445
877,4,16,-0.185204836158482,-0.3258786638011884,4.0,0,0,0.4269041199193903
1965,4,38,-0.1338245570112902,-0.2851395740891708,9.5,0,0,0.45499083073945223
439,3,13,1.2762786595838649,1.3044393522667757,4.333333333333333,0,0,0.4563081428065145
3471,3,19,1.247734060057647,1.2742622487763922,6.333333333333333,0,0,0.4385227950301085
5027,2,7,-0.4820686712311463,-0.5408905261701702,3.5,0,0,0.49083314579683995
4747,3,10,0.5912082709546396,0.5801888684975737,3.333333333333333,0,0,0.4803637328161445
4770,3,12,0.3200345754555714,0.2935063853389312,4.0,0,0,0.4654613492026853
1786,2,11,-0.3593268932684101,-0.3462482086571972,5.5,0,0,0.4665115478139093
221,3,13,0.2229829370664311,0.1909042334716275,4.333333333333333,0,0,0.4654613492026853
3816,3,13,1.0051049640847964,1.017756869108133,4.333333333333333,0,0,0.4563081428065145
5422,2,6,-0.0053738591433105,0.2150459162639343,3.0,0,0,0.4908441370962601
2273,3,8,-0.4021437925577367,-0.4699743329677691,2.6666666666666665,0,0,0.49135955373943985
3813,3,11,0.2344007768769182,0.2029750748677809,3.6666666666666665,0,0,0.4803637328161445
5313,2,7,-0.2422940352109175,-0.1606590221913392,3.5,0,0,0.4881838997421009
3889,2,8,0.4256495937025769,0.8985573103211186,4.0,0,0,0.4693834612579633
1128,2,7,-0.3050921541685965,-0.2602434637096044,3.5,0,0,0.49097074223719395
3707,3,11,0.2829265960714883,0.2542761508014327,3.6666666666666665,0,0,0.4803637328161445
3793,2,11,-0.3079466141212182,-0.2647700292331619,5.5,0,0,0.4770498088977411
3897,3,7,0.4313585136078204,0.4111970889514265,2.333333333333333,0,0,0.4877705836319442
8,3,8,-0.3821625728893842,-0.4488503605245008,2.6666666666666665,0,0,0.496008152091664
4096,3,15,0.3457247150291673,0.3206657784802763,5.0,0,0,0.4672917555525424
3617,2,8,-0.2765475546423787,-0.2149778084740293,4.0,0,0,0.47325986407177023
4513,4,9,0.1915838775875916,-0.0271253392463926,2.25,0,0,0.49247066260042033
2699,2,5,-0.3564724333157883,-0.3417216431336397,2.5,0,0,0.4947884333171962
230,2,7,-0.3793081129367625,-0.3779341673220998,3.5,0,0,0.49314979665848446
2229,2,5,-0.3222189138843271,-0.2874028568509495,2.5,0,0,0.4985685739535376
2521,4,22,-0.1909137560637256,-0.3304052293247459,5.5,0,0,0.4410386516476695
33,2,5,0.3171801155029496,0.7265478204259331,2.5,0,0,0.49191669290431883
2642,2,7,-0.4677963714680374,-0.5182576985523827,3.5,0,0,0.48850202163348555
373,2,6,-0.447815151799685,-0.48657173988748,3.0,0,0,0.49916075357295964
3883,3,10,-0.2537118750214046,-0.3130533948177754,3.333333333333333,0,0,0.48845693560584164
5277,2,6,-0.1766414563006167,-0.0565480151495164,3.0,0,0,0.4895644409314519
5203,2,7,-0.0910076577219636,0.0792489505572089,3.5,0,0,0.48429764729791314
4836,2,5,-0.4677963714680374,-0.5182576985523827,2.5,0,0,0.498399310375356
2988,3,8,1.3676213780677613,1.4010060834360023,2.6666666666666665,0,0,0.48762981586750137
4477,2,5,-0.1709325363953732,-0.0474948841024014,2.5,0,0,0.4906368950328984
3554,4,11,-0.2651297148318917,-0.3892505811309935,2.75,0,0,0.48990911992387826
2944,3,8,0.1145134588668038,0.0762312402081706,2.6666666666666665,0,0,0.4877705836319442
3931,3,11,0.2657998363557577,0.2361698887072026,3.6666666666666665,0,0,0.4803637328161445
3527,4,9,0.1658937380139957,-0.0474948841024014,2.25,0,0,0.49247066260042033
2623,2,6,0.0916777792458297,0.3689491440648897,3.0,0,0,0.4908441370962601
5319,2,9,-0.2223128155425651,-0.1289730635264366,4.5,0,0,0.47076603866675504
4256,2,6,-0.2223128155425651,-0.1289730635264366,3.0,0,0,0.4922737646848376
4287,3,13,-0.1224067172008031,-0.1742387187620117,4.333333333333333,0,0,0.4707528761859076
584,2,4,1.5246166754619588,2.641285036890761,2.0,0,0,0.4982610558617105
964,4,16,0.0317341202407725,-0.1538691739060029,4.0,0,0,0.4299863514191864
1488,2,3,0.933743465269252,1.7042859735143556,1.5,0,0,0.4994090767448756
4473,2,8,-0.3307822937421923,-0.300982553421622,4.0,0,0,0.4777111154722742
1235,2,6,-0.4820686712311463,-0.5408905261701702,3.0,0,0,0.4965890795726469
4112,3,5,1.4389828768833055,1.476448842161961,1.6666666666666667,0,0,0.49367727378511317
3619,3,15,0.1773115778244828,0.142620867887014,5.0,0,0,0.4672917555525424
622,2,11,-0.2565663349740263,-0.1832918498091267,5.5,0,0,0.45726756355460857
1606,3,10,1.033649563611014,1.0479339725985164,3.333333333333333,0,0,0.48022309861661994
1595,2,5,0.2971988958345972,0.6948618617610306,2.5,0,0,0.49191669290431883
3856,3,15,0.936597925221874,0.9453318207312128,5.0,0,0,0.45774372426290516
2366,2,5,-0.3992893326051149,-0.4096201259870023,2.5,0,0,0.49891385628533413
5568,2,7,-0.2251672754951868,-0.1334996290499941,3.5,0,0,0.48696752794499304
1501,4,22,2.8747762330520565,2.100360456825638,5.5,0,0,0.45918077270956
3551,2,8,-0.1309700970586684,0.0158770332274037,4.0,0,0,0.45488508519713927
3539,2,6,-0.3422001335526795,-0.3190888155158521,3.0,0,0,0.4974957159172333
2892,2,9,-0.3735991930315189,-0.3688810362749847,4.5,0,0,0.481524624080583
5714,2,3,0.7681847880171894,1.44174517314802,1.5,0,0,0.4994090767448756
5394,2,8,-0.3079466141212182,-0.2647700292331619,4.0,0,0,0.4777111154722742
3333,2,5,-0.3279278337895706,-0.2964559878980645,2.5,0,0,0.4985685739535376
5634,2,5,-0.2594207949266481,-0.1878184153326842,2.5,0,0,0.4945633628929767
4010,2,5,-0.0624630581957459,0.124514605792784,2.5,0,0,0.49191669290431883
3519,5,28,0.9822692844638222,0.3635172654366207,5.6,0,0,0.45401313824615613
1562,4,23,-0.1623691565375079,-0.3077724017069583,5.75,0,0,0.44149983761198475
3139,3,11,-0.3507635134105448,-0.4156555466850791,3.6666666666666665,0,0,0.48624752967880897
3830,2,7,-0.1024254975324507,0.0611426884629788,3.5,0,0,0.48429764729791314
2114,3,15,0.2600909164505142,0.230134468009126,5.0,0,0,0.4672917555525424
4478,3,17,-0.2993832342633529,-0.3613367604023889,5.666666666666667,0,0,0.44775300546849794
5205,2,9,-0.3678902731262754,-0.3598279052278697,4.5,0,0,0.481524624080583
1168,3,9,-0.3079466141212182,-0.3703898914495039,3.0,0,0,0.48986559539305574
5669,2,9,-0.0253550788116629,0.1833599575990317,4.5,0,0,0.46810393702710207
5381,2,5,-0.3793081129367625,-0.3779341673220998,2.5,0,0,0.49891385628533413
3771,2,7,0.0802599394353426,0.3508428819706596,3.5,0,0,0.48429764729791314
2908,4,11,0.074551019530099,-0.1199199324793215,2.75,0,0,0.47241113994676615
2522,3,10,1.7786636112452965,1.835556373697524,3.333333333333333,0,0,0.48022309861661994
1557,5,16,-0.2308761954004304,-0.4059988735681563,3.2,0,0,0.4653137277759889
3008,2,7,-0.3621813532210319,-0.3507747741807547,3.5,0,0,0.4887608299083872
4482,2,7,-0.2537118750214046,-0.1787652842855692,3.5,0,0,0.4881838997421009
5011,2,5,3.2715461664664827,5.411543137307958,2.5,0,0,0.4917758773613993
2594,3,7,0.6054805707177485,0.5952774202427653,2.333333333333333,0,0,0.4877705836319442
1902,2,9,-0.2308761954004304,-0.1425527600971091,4.5,0,0,0.47076603866675504
911,3,11,0.1116589989141821,0.0732135298591322,3.6666666666666665,0,0,0.4803637328161445
2348,3,6,0.2258373970190529,0.1939219438206659,2.0,0,0,0.49802298619911334
2099,3,9,0.1059500790089385,0.0671781091610556,3.0,0,0,0.4827632482431916
3874,3,9,-0.1224067172008031,-0.1742387187620117,3.0,0,0,0.48807187359219434
333,4,12,2.729198775468346,1.984933035974921,3.0,0,0,0.4868482601830921
2970,3,11,0.0602787197669902,0.018894743576442,3.6666666666666665,0,0,0.4803637328161445
3211,2,5,0.0631331797196119,0.3236834888293146,2.5,0,0,0.49191669290431883
751,4,20,3.842438156990837,2.8676133130686363,5.0,0,0,0.45637447725164687
553,4,12,-0.4449606918470632,-0.5318373951230552,3.0,0,0,0.48258016762668926
3795,2,5,-0.4363973119891979,-0.46846547779325,2.5,0,0,0.498399310375356
5391,2,8,-0.4049982525103584,-0.4186732570341174,4.0,0,0,0.48138538308468
3226,3,14,0.2258373970190529,0.1939219438206659,4.666666666666667,0,0,0.4672917555525424
2225,3,6,0.2829265960714883,0.2542761508014327,2.0,0,0,0.49802298619911334
3133,4,7,-0.0795898179114765,-0.2421372016153744,1.75,0,0,0.48889177509838455
1109,3,12,-0.1794959162532385,-0.2345929257427785,4.0,0,0,0.4740613642582409
371,2,5,-0.2822564745476222,-0.2240309395211443,2.5,0,0,0.4945633628929767
4490,2,6,-0.3650358131736536,-0.3553013397043122,3.0,0,0,0.4996753025004159
5115,2,5,0.1088045389615603,0.3961085372062348,2.5,0,0,0.49191669290431883
5110,2,14,-0.2337306553530521,-0.1470793256206666,7.0,0,0,0.4538382057921317
4348,3,9,0.7710392479698112,0.7703046204869892,3.0,0,0,0.48262256400481185
2167,3,7,-0.0653175181483677,-0.1138845117812449,2.333333333333333,0,0,0.4877705836319442
4245,2,10,-0.1423879368691555,-0.0022292288668262,5.0,0,0,0.4536112965761099
3365,4,9,0.985123744416444,0.6020672685281016,2.25,0,0,0.4923298421406593
3080,2,5,-0.4335428520365761,-0.4639389122696925,2.5,0,0,0.498399310375356
4384,2,5,-0.5077588108047422,-0.5816296158821878,2.5,0,0,0.49582767562945845
2592,4,15,0.1088045389615603,-0.0927605393379765,3.75,0,0,0.46648342135563275
5383,2,8,-0.3964348726524931,-0.4050935604634448,4.0,0,0,0.48138538308468
926,4,12,1.8043537508188925,1.2516294211586043,3.0,0,0,0.4868482601830921
315,2,5,-0.3907259527472496,-0.3960404294163298,2.5,0,0,0.49891385628533413
3168,3,12,0.0945322391984514,0.0551072677649021,4.0,0,0,0.4654613492026853
1281,3,8,-0.4649419115154156,-0.5363639606466127,2.6666666666666665,0,0,0.4887888467692057
1186,3,10,0.274363216213623,0.2452230197543176,3.333333333333333,0,0,0.4803637328161445
561,3,17,0.1344946785351562,0.0973552126514389,5.666666666666667,0,0,0.4492742247931676
5715,2,5,-0.3707447330788971,-0.3643544707514272,2.5,0,0,0.49891385628533413
149,3,10,0.6397340901492097,0.6314899444312254,3.333333333333333,0,0,0.4803637328161445
4716,2,6,-0.2622752548792699,-0.1923449808562418,3.0,0,0,0.49349064134472514
576,3,8,1.359057998209896,1.3919529523888874,2.6666666666666665,0,0,0.48762981586750137
290,4,16,3.2972363060400784,2.435326305568894,4.0,0,0,0.4740853257477317
5701,2,10,-0.2051860558268344,-0.1018136703850915,5.0,0,0,0.4536112965761099
5133,2,5,-0.4649419115154156,-0.5137311330288251,2.5,0,0,0.498399310375356
296,2,8,-0.3821625728893842,-0.3824607328456573,4.0,0,0,0.48138538308468
4035,2,6,0.0888233192932079,0.3644225785413322,3.0,0,0,0.4908441370962601
4198,3,8,-0.1138433373429378,-0.1651855877148967,2.6666666666666665,0,0,0.4916581354286782
2619,5,11,-0.5077588108047422,-0.5816296158821878,2.2,0,0,0.46038182306944064
5130,2,10,0.0973866991510732,0.3780022751120047,5.0,0,0,0.46810393702710207
3085,3,15,-0.1252611771534248,-0.1772564291110501,5.0,0,0,0.45651928537754183
865,2,7,0.4513397332761728,0.9392964000331362,3.5,0,0,0.48429764729791314
1835,4,11,0.6397340901492097,0.3282100543528721,2.75,0,0,0.48698901677116846
3433,3,12,-0.1195522572481813,-0.1712210084129733,4.0,0,0,0.4707528761859076
3896,3,11,0.3885416143184939,0.3659314337158514,3.6666666666666665,0,0,0.4803637328161445
2259,3,10,0.3257434953608149,0.2995418060370078,3.333333333333333,0,0,0.4803637328161445
1756,2,5,-0.4677963714680374,-0.5182576985523827,2.5,0,0,0.498399310375356
5022,2,7,-0.3793081129367625,-0.3779341673220998,3.5,0,0,0.49314979665848446
808,3,11,0.2458186166874053,0.2150459162639343,3.6666666666666665,0,0,0.4803637328161445
